,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,source
152,GSaBi8jPsuQFa7YwYlihjA,la-vara-brooklyn,La Vara,https://s3-media4.fl.yelpcdn.com/bphoto/Q6SKRgad9KrEAsEgM0K0lQ/o.jpg,False,https://www.yelp.com/biz/la-vara-brooklyn?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,358,"[{'alias': 'spanish', 'title': 'Spanish'}]",4.0,"{'latitude': 40.68781, 'longitude': -73.99576}",[],$$$,"{'address1': '268 Clinton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['268 Clinton St', 'Brooklyn, NY 11201']}",+17184220065,(718) 422-0065,1965.312119898106,yelp_restaurants_3.json
153,NMCUMp39CPenji-UbFnuCA,mountain-bird-new-york-4,Mountain Bird,https://s3-media1.fl.yelpcdn.com/bphoto/DeUYPAvlRUCxeAG3QDNVcA/o.jpg,False,https://www.yelp.com/biz/mountain-bird-new-york-4?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,192,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 40.7938199, 'longitude': -73.9398521}",[],$$$,"{'address1': '2162 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10029', 'country': 'US', 'state': 'NY', 'display_address': ['2162 2nd Ave', 'New York, NY 10029']}",+12127444422,(212) 744-4422,10844.271866088839,yelp_restaurants_3.json
154,Vc7JEi0Hj6XYfSMFEUMKGg,caviar-russe-new-york,Caviar Russe,https://s3-media4.fl.yelpcdn.com/bphoto/Stszi77fl3d6CVD5hMty1w/o.jpg,False,https://www.yelp.com/biz/caviar-russe-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,128,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.76075, 'longitude': -73.97379}",[],$$$$,"{'address1': '538 Madison Ave', 'address2': 'Fl 2', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['538 Madison Ave', 'Fl 2', 'New York, NY 10022']}",+12129805908,(212) 980-5908,6387.825559316735,yelp_restaurants_3.json
155,aSprnLY-6GkMk1cuv0TMeA,al-di-la-trattoria-brooklyn,Al Di La Trattoria,https://s3-media4.fl.yelpcdn.com/bphoto/1II2utFYuMWjG8t6liHt0g/o.jpg,False,https://www.yelp.com/biz/al-di-la-trattoria-brooklyn?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,891,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.675332643247, 'longitude': -73.981340475038}","['delivery', 'pickup']",$$$,"{'address1': '248 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['248 5th Ave', 'Brooklyn, NY 11215']}",+17187834565,(718) 783-4565,3521.9177536215343,yelp_restaurants_3.json
156,jplPyiAUcDhFasdqozSnEA,sushi-amane-new-york,sushi AMANE,https://s3-media2.fl.yelpcdn.com/bphoto/VrMd0gtSY0C06n2JdE70Ag/o.jpg,False,https://www.yelp.com/biz/sushi-amane-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,61,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 40.75157, 'longitude': -73.97172}",[],$$$$,"{'address1': '245 E 44th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['245 E 44th St', 'New York, NY 10017']}",+12129865300,(212) 986-5300,5476.084176059025,yelp_restaurants_3.json
157,dMhRafXdr765DHe0k-QfaQ,abc-kitchen-new-york,ABC Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/k2V0QyHL_IFbfDnR33S0cg/o.jpg,False,https://www.yelp.com/biz/abc-kitchen-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,2972,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 40.738085, 'longitude': -73.989472}",[],$$$,"{'address1': '35 E 18th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['35 E 18th St', 'New York, NY 10003']}",+12124755829,(212) 475-5829,3652.0843791784228,yelp_restaurants_3.json
158,s3jou_L_LVYGkNHiuhjlew,boucherie-west-village-new-york-3,Boucherie West Village,https://s3-media2.fl.yelpcdn.com/bphoto/-5TXMVrjARsqKQHDg-hKbQ/o.jpg,False,https://www.yelp.com/biz/boucherie-west-village-new-york-3?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,1423,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'latitude': 40.733063, 'longitude': -74.0028772}","['restaurant_reservation', 'delivery', 'pickup']",$$$,"{'address1': '99 7th Ave S', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['99 7th Ave S', 'New York, NY 10014']}",+12128371616,(212) 837-1616,3155.0505772747442,yelp_restaurants_3.json
159,lPz4dEFSE1YzASjXYPVYnA,mayanoki-new-york,Mayanoki,https://s3-media2.fl.yelpcdn.com/bphoto/9gXQr2NWpCvIaOwXEpJdVQ/o.jpg,False,https://www.yelp.com/biz/mayanoki-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,51,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.72392, 'longitude': -73.98085}",[],$$$$,"{'address1': '620 E 6th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['620 E 6th St', 'New York, NY 10003']}",,,2351.38687826393,yelp_restaurants_3.json
160,FsuJ7VC5vxX3wcLhFrb97Q,oiji-new-york,Oiji,https://s3-media2.fl.yelpcdn.com/bphoto/2zXzMhO9x8p8g727vDeG_w/o.jpg,False,https://www.yelp.com/biz/oiji-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,505,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 40.72727, 'longitude': -73.98585}","['delivery', 'pickup']",$$$,"{'address1': '119 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['119 1st Ave', 'New York, NY 10003']}",+16467679050,(646) 767-9050,2528.519369329009,yelp_restaurants_3.json
161,JjzCmRn3q8JrlwHx8nFhAA,tang-hotpot-new-york,Tang Hotpot,https://s3-media1.fl.yelpcdn.com/bphoto/Kn93yHh7QcwhptOQlD-yiA/o.jpg,False,https://www.yelp.com/biz/tang-hotpot-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,246,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 40.71866, 'longitude': -73.99435}","['restaurant_reservation', 'delivery', 'pickup']",$$$,"{'address1': '135 Bowery', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['135 Bowery', 'New York, NY 10002']}",+19174219330,(917) 421-9330,1467.6743288380583,yelp_restaurants_3.json
162,IPhWpqIuAiEerKlLS82RpQ,noda-new-york,noda,https://s3-media4.fl.yelpcdn.com/bphoto/p0Hm1ZV6925Ynj5DqMrpLQ/o.jpg,False,https://www.yelp.com/biz/noda-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,45,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 40.74478, 'longitude': -73.9881}",[],$$$$,"{'address1': '6 West 28th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['6 West 28th St', 'New York, NY 10001']}",+12124812432,(212) 481-2432,4403.122082300617,yelp_restaurants_3.json
163,6NfeqE-5OBXfGBXhr4PJVg,the-dolar-shop-flushing-3,The Dolar Shop,https://s3-media1.fl.yelpcdn.com/bphoto/VTxq4Pc6p1CrWgr1yn6W4A/o.jpg,False,https://www.yelp.com/biz/the-dolar-shop-flushing-3?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,750,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",4.5,"{'latitude': 40.761057, 'longitude': -73.83306}","['restaurant_reservation', 'pickup']",$$$,"{'address1': '36-36 Prince St', 'address2': 'Fl 1', 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['36-36 Prince St', 'Fl 1', 'Flushing, NY 11354']}",+17183587777,(718) 358-7777,14926.43910302474,yelp_restaurants_3.json
164,yNC4kI9Md0Csd6zqr3oeFw,the-mark-restaurant-new-york-2,The Mark Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/7E0y7r_1F5Le0G53e5AIyg/o.jpg,False,https://www.yelp.com/biz/the-mark-restaurant-new-york-2?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,254,"[{'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"{'latitude': 40.775355, 'longitude': -73.96333}",[],$$$$,"{'address1': '25 E 77th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10075', 'country': 'US', 'state': 'NY', 'display_address': ['25 E 77th St', 'New York, NY 10075']}",+12126063030,(212) 606-3030,8199.664885678916,yelp_restaurants_3.json
165,zGAQqDu0Ak2khVYs9WdQxw,sushi-nakazawa-new-york,Sushi Nakazawa,https://s3-media4.fl.yelpcdn.com/bphoto/tNBLvnE6kfwTu_m9BO837g/o.jpg,False,https://www.yelp.com/biz/sushi-nakazawa-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,1388,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 40.7317465228689, 'longitude': -74.0045493828034}",[],$$$$,"{'address1': '23 Commerce St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['23 Commerce St', 'New York, NY 10014']}",+12129242212,(212) 924-2212,3049.663639600052,yelp_restaurants_3.json
166,mxDfu4bHwSXoCr3FRpyMsw,l-antagoniste-brooklyn,L'Antagoniste,https://s3-media3.fl.yelpcdn.com/bphoto/T09D75WrCBjgBlgVnul7nQ/o.jpg,False,https://www.yelp.com/biz/l-antagoniste-brooklyn?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,267,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 40.68501, 'longitude': -73.92961}",[],$$$,"{'address1': '238 Malcolm X Blvd', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['238 Malcolm X Blvd', 'Brooklyn, NY 11221']}",+19179665300,(917) 966-5300,5906.707307029038,yelp_restaurants_3.json
167,qLLxS7RwNEjP_jq_KQrPfA,traif-brooklyn,Traif,https://s3-media2.fl.yelpcdn.com/bphoto/_srdk7UPM4mShxAIqm9aqg/o.jpg,False,https://www.yelp.com/biz/traif-brooklyn?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,1856,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 40.710658, 'longitude': -73.958872}",[],$$$,"{'address1': '229 S 4th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['229 S 4th St', 'Brooklyn, NY 11211']}",+13478449578,(347) 844-9578,3041.420337735676,yelp_restaurants_3.json
168,wSGZA3DOFSUvALZRKCM_Sw,tanoshi-sushi-sake-bar-new-york,Tanoshi Sushi Sake Bar,https://s3-media3.fl.yelpcdn.com/bphoto/9Lq02-rtpaTJh_gnGfoSJw/o.jpg,False,https://www.yelp.com/biz/tanoshi-sushi-sake-bar-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,639,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.767568, 'longitude': -73.952815}",[],$$$$,"{'address1': '1372 York Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['1372 York Ave', 'New York, NY 10021']}",+19172658254,(917) 265-8254,7741.469886910928,yelp_restaurants_3.json
169,Ac8y23odvFOIQSKdrV63Uw,le-bateau-ivre-new-york-2,Le Bateau Ivre,https://s3-media4.fl.yelpcdn.com/bphoto/cO2ZbUybHg_7Q_RS2OGjZA/o.jpg,False,https://www.yelp.com/biz/le-bateau-ivre-new-york-2?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,451,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.7558, 'longitude': -73.96905}","['restaurant_reservation', 'pickup']",$$$,"{'address1': '230 E 51st St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['230 E 51st St', 'New York, NY 10022']}",+12125830579,(212) 583-0579,5980.204970679749,yelp_restaurants_3.json
170,vRqj40pRwz0OHHRVgOdgRg,the-clocktower-new-york,The Clocktower,https://s3-media2.fl.yelpcdn.com/bphoto/7B1xQ1I8NFYl4fjRqHoDOw/o.jpg,False,https://www.yelp.com/biz/the-clocktower-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,379,"[{'alias': 'british', 'title': 'British'}]",4.0,"{'latitude': 40.74133, 'longitude': -73.98747}",[],$$$,"{'address1': '5 Madison Avenue', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['5 Madison Avenue', 'New York, NY 10010']}",+12124134300,(212) 413-4300,4027.268953084492,yelp_restaurants_3.json
171,0j4yPmK9rOS52-mgKoq0Eg,maison-yaki-brooklyn,Maison Yaki,https://s3-media2.fl.yelpcdn.com/bphoto/wwmzEkmrCqZh3N4gbiYvIA/o.jpg,False,https://www.yelp.com/biz/maison-yaki-brooklyn?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,79,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",3.5,"{'latitude': 40.67749, 'longitude': -73.96913}",[],$$$,"{'address1': '626 Vanderbilt Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['626 Vanderbilt Ave', 'Brooklyn, NY 11238']}",,,3757.0358255177002,yelp_restaurants_3.json
172,wr4yApe97nqETNqJJMrHsg,the-pierre-new-york-5,The Pierre,https://s3-media4.fl.yelpcdn.com/bphoto/eJak5Q9SIa6z9OAZ069idw/o.jpg,False,https://www.yelp.com/biz/the-pierre-new-york-5?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,146,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.5,"{'latitude': 40.765242, 'longitude': -73.972014}",[],$$$$,"{'address1': '2 E 61st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['2 E 61st St', 'New York, NY 10065']}",+12128388000,(212) 838-8000,6909.026408576066,yelp_restaurants_3.json
173,56nGFQ5PVuGErwcAR34QAw,meadowsweet-brooklyn,Meadowsweet,https://s3-media4.fl.yelpcdn.com/bphoto/OB9dC1RKjEf14-pREQpVVg/o.jpg,False,https://www.yelp.com/biz/meadowsweet-brooklyn?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,389,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 40.7103995, 'longitude': -73.9632384}",[],$$$,"{'address1': '149 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['149 Broadway', 'Brooklyn, NY 11211']}",+17183840691,(718) 384-0691,2674.9765389619383,yelp_restaurants_3.json
174,56PeolgNURAG4x6q7nanmw,odo-new-york,Odo,https://s3-media1.fl.yelpcdn.com/bphoto/u6KUO3mLYhfI2upfbxJJKg/o.jpg,False,https://www.yelp.com/biz/odo-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,23,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 40.74032, 'longitude': -73.99223}","['delivery', 'pickup']",$$$$,"{'address1': '17 W 20th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['17 W 20th St', 'New York, NY 10011']}",,,3890.775166416719,yelp_restaurants_3.json
175,2VpurA2lb-q90nmALklNcA,perry-st-new-york,Perry St,https://s3-media4.fl.yelpcdn.com/bphoto/Y_4HX3QOnAorLBk0tY3u_A/o.jpg,False,https://www.yelp.com/biz/perry-st-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,937,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 40.73442, 'longitude': -74.00971}",[],$$$,"{'address1': '176 Perry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['176 Perry St', 'New York, NY 10014']}",+12123521900,(212) 352-1900,3474.641743010235,yelp_restaurants_3.json
176,ynR4-QgEOsE7VhNfIWo73w,secchu-yokota-new-york,Secchu Yokota,https://s3-media1.fl.yelpcdn.com/bphoto/0y6CfE0VN7bDWILjVDAvlg/o.jpg,False,https://www.yelp.com/biz/secchu-yokota-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,99,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.72283, 'longitude': -73.98311}","['delivery', 'pickup']",$$$$,"{'address1': '199 E 3rd St', 'address2': 'Fl 1', 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['199 E 3rd St', 'Fl 1', 'New York, NY 10009']}",+12127771124,(212) 777-1124,2151.0431740923545,yelp_restaurants_3.json
177,qH8PVeddtVs9cKN2pwgdkQ,hwa-yuan-new-york-2,Hwa Yuan,https://s3-media2.fl.yelpcdn.com/bphoto/FUlrT0L-7WXks3aqekdAhQ/o.jpg,False,https://www.yelp.com/biz/hwa-yuan-new-york-2?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,268,"[{'alias': 'szechuan', 'title': 'Szechuan'}]",4.0,"{'latitude': 40.7137, 'longitude': -73.99598}","['restaurant_reservation', 'delivery', 'pickup']",$$$,"{'address1': '42 E Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['42 E Broadway', 'New York, NY 10002']}",+12129666002,(212) 966-6002,936.1140589682508,yelp_restaurants_3.json
178,DZaN3bNWfwcm__sNw5bvDg,daniel-new-york-4,Daniel,https://s3-media3.fl.yelpcdn.com/bphoto/8NEPw6Mn1Oa7NdcAlweHAw/o.jpg,False,https://www.yelp.com/biz/daniel-new-york-4?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,1584,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.7667736797858, 'longitude': -73.967607}",[],$$$$,"{'address1': '60 E 65th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['60 E 65th St', 'New York, NY 10065']}",+12122880033,(212) 288-0033,7180.552592897932,yelp_restaurants_3.json
179,PYcL2z9gHj6-ZTlViT9Nqw,minetta-tavern-new-york,Minetta Tavern,https://s3-media4.fl.yelpcdn.com/bphoto/J5VE0w-yFfRbaJWE7evXXA/o.jpg,False,https://www.yelp.com/biz/minetta-tavern-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,2190,"[{'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.7300047976758, 'longitude': -74.0006073834151}",[],$$$,"{'address1': '113 Macdougal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['113 Macdougal St', 'New York, NY 10012']}",+12124753850,(212) 475-3850,2782.3006101825745,yelp_restaurants_3.json
180,eoz2NahxyivVRs8Ll9Ljjg,aldo-sohm-wine-bar-new-york,Aldo Sohm Wine Bar,https://s3-media1.fl.yelpcdn.com/bphoto/TJ-Tj5cS_6KHisfXHaTYEw/o.jpg,False,https://www.yelp.com/biz/aldo-sohm-wine-bar-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,236,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 40.7613464555977, 'longitude': -73.9811449219513}",[],$$$,"{'address1': '151 W 51st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['151 W 51st St', 'New York, NY 10019']}",+12125541143,(212) 554-1143,6313.919263153883,yelp_restaurants_3.json
181,clOFor0bFSjse7EUfdRacg,faro-brooklyn,Faro,https://s3-media4.fl.yelpcdn.com/bphoto/uE_e7ROScbFLYLN2TVVViQ/o.jpg,False,https://www.yelp.com/biz/faro-brooklyn?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,280,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.707407, 'longitude': -73.922839}",[],$$$,"{'address1': '436 Jefferson St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['436 Jefferson St', 'Brooklyn, NY 11237']}",+17183818201,(718) 381-8201,6028.260197370216,yelp_restaurants_3.json
182,IjRxYyr41Yl1fGhIrss1vg,kokage-new-york,Kokage,https://s3-media1.fl.yelpcdn.com/bphoto/mmUMqpUM4V17ZOfVQRqOzw/o.jpg,False,https://www.yelp.com/biz/kokage-new-york?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,88,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 40.7498614, 'longitude': -73.9777215}",[],$$$,"{'address1': '125 E 39th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['125 E 39th St', 'New York, NY 10016']}",+12122284873,(212) 228-4873,5132.505924860768,yelp_restaurants_3.json
183,UJe9_p6NEl0kA6xHVo5PKw,amelie-new-york-2,Amelie,https://s3-media4.fl.yelpcdn.com/bphoto/A7Gy6H0U90zcf3jmru9Srg/o.jpg,False,https://www.yelp.com/biz/amelie-new-york-2?adjust_creative=7KfRKaytJWuy8qih5co50w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7KfRKaytJWuy8qih5co50w,195,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.78875, 'longitude': -73.97464}","['delivery', 'pickup']",$$$,"{'address1': '566 Amsterdam Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['566 Amsterdam Ave', 'New York, NY 10024']}",+16464227167,(646) 422-7167,9411.937172965341,yelp_restaurants_3.json
