Project ID,Project Name,Program Group,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809158,1325,PENNSYLVANIA AVENUE,Brooklyn,11239,3044520085,3343596,BK-05,42,105801,BK93,40.648321,-73.882265,40.65023,-73.881472,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,92,60,0,0,0,1,59,51,41,0,0,0,0,152,0,152,152
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809159,1425,PENNSYLVANIA AVENUE,Brooklyn,11239,3044520200,3343602,BK-05,42,105801,BK93,40.646472,-73.880214,40.64838,-73.879065,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,80,52,0,0,0,0,51,46,35,0,0,0,0,132,0,132,132
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809160,1460,PENNSYLVANIA AVENUE,Brooklyn,11239,3044520020,3340241,BK-05,42,105804,BK93,40.646068,-73.879786,40.64424,-73.880096,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,80,52,0,0,0,0,51,45,36,0,0,0,0,132,0,132,132
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809161,1515,PENNSYLVANIA AVENUE,Brooklyn,11239,3044520200,3343603,BK-05,42,105801,BK93,40.645073,-73.878649,40.64838,-73.879065,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,80,52,0,0,0,0,51,46,35,0,0,0,0,132,0,132,132
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809162,1530,PENNSYLVANIA AVENUE,Brooklyn,11239,3044520020,3340242,BK-05,42,105804,BK93,40.644378,-73.877908,40.64424,-73.880096,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,80,52,0,0,0,0,51,45,36,0,0,0,0,132,0,132,132
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809379,120,SCHROEDERS AVENUE,Brooklyn,11239,3044520200,3343604,BK-05,42,105801,BK93,40.647705,-73.881293,40.64838,-73.879065,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,80,51,0,0,0,0,52,43,36,0,0,0,0,131,0,131,131
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809380,125,SCHROEDERS AVENUE,Brooklyn,11239,3044520085,3343597,BK-05,42,105801,BK93,40.647716,-73.881307,40.65023,-73.881472,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,92,60,0,0,0,0,60,51,41,0,0,0,0,152,0,152,152
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809381,130,SCHROEDERS AVENUE,Brooklyn,11239,3044520200,3343605,BK-05,42,105801,BK93,40.648365,-73.880214,40.64838,-73.879065,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,80,51,0,0,0,0,52,43,36,0,0,0,0,131,0,131,131
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809382,160,SCHROEDERS AVENUE,Brooklyn,11239,3044520200,3343606,BK-05,42,105801,BK93,40.648735,-73.879612,40.64838,-73.879065,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,77,51,0,0,0,0,50,43,35,0,0,0,0,128,0,128,128
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809383,11245,SEAVIEW AVENUE,Brooklyn,11239,3044520020,3391210,BK-05,42,105804,BK93,40.642709,-73.878444,40.64424,-73.880096,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,51,33,0,0,0,0,33,28,23,0,0,0,0,84,0,84,84
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809384,11275,SEAVIEW AVENUE,Brooklyn,11239,3044520020,3340243,BK-05,42,105804,BK93,40.643527,-73.877874,40.64424,-73.880096,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,51,33,0,0,0,0,33,28,23,0,0,0,0,84,0,84,84
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809385,11325,SEAVIEW AVENUE,Brooklyn,11239,3044520200,3343607,BK-05,42,105801,BK93,40.644788,-73.877046,40.64838,-73.879065,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,51,33,0,0,0,0,33,28,23,0,0,0,0,84,0,84,84
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809708,45,TWIN PINES DRIVE,Brooklyn,11239,3044520001,3342907,BK-05,42,105804,BK93,40.64742,-73.884014,40.65035,-73.884769,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,95,61,0,0,0,1,61,53,41,0,0,0,0,156,0,156,156
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809732,130,VANDALIA AVENUE,Brooklyn,11239,3044520085,3343583,BK-05,42,105801,BK93,40.651388,-73.883355,40.65023,-73.881472,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,95,62,0,0,0,0,61,53,43,0,0,0,0,157,0,157,157
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809733,20,VANDALIA AVENUE,Brooklyn,11239,3044520001,3342906,BK-05,42,105804,BK93,40.649498,-73.887189,40.65035,-73.884769,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,94,62,0,0,0,1,61,53,41,0,0,0,0,156,0,156,156
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809734,225,VANDALIA AVENUE,Brooklyn,11239,3044350001,3336177,BK-05,42,105801,BK93,40.652718,-73.88216,40.65357,-73.882396,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,95,61,0,0,0,1,61,53,41,0,0,0,0,156,0,156,156
67403,STARRETT CITY,Multifamily Incentives Program,05/25/2018,05/25/2018,809735,50,VANDALIA AVENUE,Brooklyn,11239,3044520001,3342908,BK-05,42,105804,BK93,40.649942,-73.886504,40.65035,-73.884769,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,94,62,0,0,0,1,61,53,41,0,0,0,0,156,0,156,156
67424,CELEBRATION TOWNHOUSES,Multifamily Finance Program,05/25/2018,05/25/2018,861512,302A,SKYLINE DRIVE,Staten Island,10304,5029250486,5164699,SI-01,49,40,SI08,40.613053,-74.078875,40.61316,-74.07903,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9,9,9
67424,CELEBRATION TOWNHOUSES,Multifamily Finance Program,05/25/2018,05/25/2018,874545,330,SKYLINE DRIVE,Staten Island,10304,5029250463,5131936,SI-01,49,40,SI08,40.612789,-74.079616,40.61297,-74.079573,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,10,10
67424,CELEBRATION TOWNHOUSES,Multifamily Finance Program,05/25/2018,05/25/2018,965482,106,CIRCLE LOOP,Staten Island,10304,5029250473,5131613,SI-01,49,40,SI08,40.613154,-74.079945,40.61316,-74.079732,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6,6,6
67424,CELEBRATION TOWNHOUSES,Multifamily Finance Program,05/25/2018,05/25/2018,965757,46,CIRCLE LOOP,Staten Island,10304,5029250479,5131612,SI-01,49,40,SI08,40.613569,-74.079128,40.61338,-74.079178,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,0,19,0,0,0,0,0,1,18,0,0,0,0,0,19,19,19
67424,CELEBRATION TOWNHOUSES,Multifamily Finance Program,05/25/2018,05/25/2018,984920,121,CIRCLE LOOP,Staten Island,10304,5029250390,5130927,SI-01,49,40,SI08,40.612855,-74.079894,40.6128,-74.080117,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,0,8,0,0,0,0,0,2,6,0,0,0,0,0,8,8,8
67424,CELEBRATION TOWNHOUSES,Multifamily Finance Program,05/25/2018,05/25/2018,984923,361A,SKYLINE DRIVE,Staten Island,10304,5029250432,5164688,SI-01,49,40,SI08,40.612556,-74.08011,40.61239,-74.08021,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11,11,11
67424,CELEBRATION TOWNHOUSES,Multifamily Finance Program,05/25/2018,05/25/2018,984924,295E,SKYLINE DRIVE,Staten Island,10304,5029250450,5164678,SI-01,49,40,SI08,40.613034,-74.0789,40.61286,-74.078889,05/25/2018,Preservation,Yes,Non Prevailing Wage,0,0,11,0,0,0,0,0,1,10,0,0,0,0,0,11,11,11
63282,12 ECKFORD,Multifamily Incentives Program,05/24/2018,,974942,12,ECKFORD STREET,Brooklyn,11222,3027140033,,BK-01,33,499,BK76,40.720686,-73.947835,40.72044,-73.947496,,New Construction,No,Non Prevailing Wage,0,0,21,0,0,0,7,9,5,0,0,0,0,0,21,0,21,101
67317,11-39 49TH AVENUE,Multifamily Incentives Program,05/24/2018,05/03/2019,438760,27-Nov,49 AVENUE,Queens,11101,4000610055,,QN-02,26,7,QN31,40.74273,-73.950278,40.74288,-73.949943,05/03/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,59,0,23,26,6,4,0,0,0,0,59,0,59,194
65543,ARKER.40 DEBEVOISE STREET,Multifamily Finance Program,05/23/2018,,978829,40,DEBEVOISE STREET,Brooklyn,11206,3031277501,3395434,BK-01,34,491,BK90,40.701719,-73.941311,40.70152,-73.941188,,New Construction,No,Prevailing Wage,64,0,0,0,0,1,46,19,0,0,0,0,0,0,65,0,65,65
67318,"FREDRICK OLMSTEAD, THE",Multifamily Incentives Program,05/23/2018,07/22/2019,977988,564,ST JOHNS PLACE,Brooklyn,11238,3011780026,3426032,BK-08,35,217,BK61,40.67286,-73.959502,40.67249,-73.959073,07/22/2019,New Construction,No,Non Prevailing Wage,0,0,40,0,0,0,0,30,10,0,0,0,0,0,40,0,40,193
67319,806 ST JOHNS PLACE,Multifamily Incentives Program,05/22/2018,09/28/2018,982142,806,ST JOHNS PLACE,Brooklyn,11216,3012540026,3330686,BK-08,35,31702,BK61,40.671688,-73.951398,40.6714,-73.951622,09/28/2018,New Construction,No,Non Prevailing Wage,0,0,0,0,8,0,0,4,4,0,0,0,0,0,8,0,8,26
67229,CONFIDENTIAL,Homeowner Assistance Program,05/21/2018,05/21/2018,,----,----,Bronx,,,,BX-09,18,,,,,,,05/21/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
67320,951 MADISON STREET APARTMENTS,Multifamily Incentives Program,05/21/2018,11/22/2019,909545,951,MADISON STREET,Brooklyn,11221,3033570065,3425111,BK-04,34,397,BK78,40.6886,-73.919442,40.68862,-73.91972,11/22/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,12,0,0,6,6,0,0,0,0,0,12,0,12,37
67321,1544 NOSTRAND AVENUE,Multifamily Incentives Program,05/18/2018,04/24/2019,983883,1544,NOSTRAND AVENUE,Brooklyn,11226,3051110041,3117403,BK-17,40,824,BK95,40.648515,-73.949336,40.64846,-73.94965,04/24/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,10
63800,THE BRIDGE. 3500 PARK AVE,Multifamily Finance Program,05/17/2018,,983972,3500,PARK AVENUE,Bronx,10456,2023890020,,BX-03,16,145,BX01,40.831359,-73.908259,40.83143,-73.907814,,New Construction,No,Non Prevailing Wage,69,8,37,0,0,1,84,0,31,0,0,0,0,0,115,0,115,115
67322,LINCOLN PARK APARTMENTS,Multifamily Incentives Program,05/17/2018,08/09/2018,982705,31,LINCOLN ROAD,Brooklyn,11225,3050240074,,BK-09,40,327,BK60,40.660756,-73.961621,40.6611,-73.961855,08/09/2018,New Construction,No,Non Prevailing Wage,0,0,0,0,27,0,6,6,15,0,0,0,0,0,27,0,27,90
67189,CONFIDENTIAL,Homeowner Assistance Program,05/16/2018,10/01/2018,,----,----,Bronx,,,,BX-09,17,,,,,,,10/01/2018,Preservation,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,4,4
67323,THREE TWO ONE,Multifamily Incentives Program,05/16/2018,05/03/2019,398980,321,WYTHE AVENUE,Brooklyn,11249,3024160001,3425680,BK-01,34,551,BK73,40.71394,-73.965288,40.7138,-73.964776,05/03/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,39,0,0,17,22,0,0,0,0,0,39,0,39,130
66947,1050 MANHATTAN AVENUE,Multifamily Incentives Program,05/15/2018,,984071,1050,MANHATTAN AVENUE,Brooklyn,11222,3025050005,3063952,BK-01,33,575,BK76,40.734693,-73.954986,40.73492,-73.954679,,New Construction,No,Non Prevailing Wage,0,0,18,0,0,0,2,14,2,0,0,0,0,0,18,0,18,90
67228,CONFIDENTIAL,Homeowner Assistance Program,05/15/2018,05/15/2018,,----,----,Brooklyn,,,,BK-15,46,,,,,,,05/15/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
67324,56 BOX STREET,Multifamily Incentives Program,05/15/2018,06/29/2018,211203,56,BOX STREET,Brooklyn,11222,3024830017,3063714,BK-01,33,579,BK76,40.737379,-73.954309,40.73717,-73.954259,06/29/2018,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,0,3,3,0,0,0,0,0,6,0,6,20
67423,FOUNTAIN SEAVIEW BUILDING B6,Multifamily Incentives Program,05/15/2018,,984919,894,FOUNTAIN AVENUE,Brooklyn,11208,,,BK-05,42,1070,BK82,40.655989,-73.863788,,,,New Construction,No,Non Prevailing Wage,43,43,334,0,0,2,105,188,107,22,0,0,0,0,422,0,422,422
67325,GLORIA LINDEN,Multifamily Incentives Program,05/14/2018,,327731,359,LINDEN STREET,Brooklyn,11237,3033280040,,BK-04,37,441,BK77,40.699802,-73.913128,40.70003,-73.91324,,New Construction,No,Non Prevailing Wage,0,0,0,0,4,0,0,2,2,0,0,0,0,0,4,0,4,13
67291,3190 RIVERDALE AVENUE APARTMENTS,Multifamily Incentives Program,05/11/2018,01/09/2019,972569,3190,RIVERDALE AVENUE,Bronx,10463,2057150184,2128434,BX-08,11,285,BX29,40.882521,-73.908597,40.88235,-73.908333,01/09/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,4,13
62163,AMELIA VALENTI.HRP.FY18,Multifamily Finance Program,05/10/2018,,107668,1415,ROWLAND STREET,Bronx,10461,2039730035,2041706,BX-10,18,202,BX59,40.837935,-73.845895,40.83782,-73.846217,,Preservation,No,Non Prevailing Wage,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,6,6
62208,1906-08AMETHYSTCONSTRUCTIONCORP.HRP.FY18,Multifamily Finance Program,05/10/2018,,45204,1906,AMETHYST STREET,Bronx,10462,2042540007,2047842,BX-11,15,230,BX37,40.84738,-73.868261,40.8473,-73.86808,,Preservation,No,Non Prevailing Wage,0,0,6,0,0,0,1,5,0,0,0,0,0,0,6,0,6,6
62208,1906-08AMETHYSTCONSTRUCTIONCORP.HRP.FY18,Multifamily Finance Program,05/10/2018,,45205,1908,AMETHYST STREET,Bronx,10462,2042540009,2047843,BX-11,15,230,BX37,40.847418,-73.868246,40.84742,-73.86804,,Preservation,No,Non Prevailing Wage,0,0,5,0,0,0,0,4,1,0,0,0,0,0,5,0,5,5
67226,CONFIDENTIAL,Homeowner Assistance Program,05/09/2018,05/09/2018,,----,----,Queens,,,,QN-12,28,,,,,,,05/09/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
67227,CONFIDENTIAL,Homeowner Assistance Program,05/08/2018,05/08/2018,,----,----,Queens,,,,QN-13,31,,,,,,,05/08/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
67292,880 METRO REALTY,Multifamily Incentives Program,05/08/2018,05/08/2018,973786,878,METROPOLITAN AVENUE,Brooklyn,11211,3029160032,3426724,BK-01,34,481,BK90,40.714632,-73.93977,40.7144,-73.939709,05/08/2018,New Construction,No,Non Prevailing Wage,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,6,28
67293,89 BARTLETT STREET,Multifamily Incentives Program,05/08/2018,04/24/2019,978521,89,BARTLETT STREET,Brooklyn,11206,0,3424167,BK-01,33,507,BK75,40.702105,-73.944975,40.70222,-73.945267,04/24/2019,New Construction,No,Non Prevailing Wage,0,0,16,0,0,0,0,16,0,0,0,0,0,0,16,0,16,64
67294,730 PROSPECT PLACE,Multifamily Incentives Program,05/07/2018,01/10/2019,868328,730,PROSPECT PLACE,Brooklyn,11216,3012330016,,BK-08,36,31701,BK61,40.674416,-73.952154,40.67416,-73.952356,01/10/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,8
67225,CONFIDENTIAL,Homeowner Assistance Program,05/04/2018,05/04/2018,,----,----,Bronx,,,,BX-06,15,,,,,,,05/04/2018,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
65453,HABITAT SINGLE FAMILY HOMES 3,Small Homes Program,05/03/2018,05/03/2018,520820,190-17,109 ROAD,Queens,11412,4109230026,4233813,QN-12,27,504,QN07,40.703522,-73.766095,40.70376,-73.766007,05/03/2018,Preservation,Yes,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
65453,HABITAT SINGLE FAMILY HOMES 3,Small Homes Program,05/03/2018,05/03/2018,522819,202-02,111 AVENUE,Queens,11412,4109600604,4234766,QN-12,27,518,QN08,40.704569,-73.754564,40.70447,-73.75438,05/03/2018,Preservation,Yes,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
65453,HABITAT SINGLE FAMILY HOMES 3,Small Homes Program,05/03/2018,05/03/2018,594222,99-19,203 STREET,Queens,11423,4108500029,4231961,QN-12,27,510,QN07,40.711933,-73.757054,40.71169,-73.756673,05/03/2018,Preservation,Yes,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
65775,211 WEST 29TH STREET,Multifamily Incentives Program,05/02/2018,,978919,211,WEST 29 STREET,Manhattan,10001,1007790031,1090716,MN-05,3,95,MN17,40.748126,-73.993533,40.7483,-73.993392,,New Construction,No,Non Prevailing Wage,0,0,9,0,8,0,5,6,4,2,0,0,0,0,17,0,17,55
67224,CONFIDENTIAL,Homeowner Assistance Program,05/02/2018,05/02/2018,,----,----,Queens,,,,QN-14,31,,,,,,,05/02/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
67295,1701 PARKVIEW AVENUE,Multifamily Incentives Program,05/02/2018,12/19/2018,101492,1701,PARKVIEW AVENUE,Bronx,10461,2041770028,2046306,BX-10,13,26602,BX10,40.846841,-73.827907,40.84671,-73.828034,12/19/2018,New Construction,No,Non Prevailing Wage,0,0,0,0,7,0,0,3,4,0,0,0,0,0,7,0,7,35
65649,625 & 658 DRIGGS AVE,Multifamily Incentives Program,05/01/2018,,979712,658,DRIGGS AVENUE,Brooklyn,11211,3023660021,,BK-01,34,553,BK73,40.714663,-73.959,40.71473,-73.959224,,New Construction,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,20
65649,625 & 658 DRIGGS AVE,Multifamily Incentives Program,05/01/2018,,982106,625,DRIGGS AVENUE,Brooklyn,11211,3023530006,,BK-01,34,519,BK73,40.715286,-73.958303,40.71511,-73.958127,,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,1,1,2,0,0,0,0,0,4,0,4,19
67296,5959 BROADWAY,Multifamily Incentives Program,04/30/2018,,51658,5959,BROADWAY,Bronx,10463,2057760621,2124471,BX-08,11,285,BX29,40.888954,-73.898533,40.88921,-73.898981,,New Construction,No,Non Prevailing Wage,0,0,15,0,0,0,0,12,3,0,0,0,0,0,15,0,15,72
61575,HARRY T. NANCE APARTMENTS,Multifamily Finance Program,04/27/2018,,972764,1860,EASTERN PARKWAY EXTENSION,Brooklyn,11233,3014360006,3337899,BK-16,37,36502,BK79,40.675822,-73.908126,40.67587,-73.90778,,New Construction,No,Non Prevailing Wage,17,15,34,0,0,1,17,25,16,9,0,0,0,0,67,0,67,67
61630,HARLEM COMMUNITY INITIATIVE HDFC.YR15.FY18,Multifamily Finance Program,04/25/2018,04/25/2018,843098,121,WEST 115 STREET,Manhattan,10026,1018250021,1087385,MN-10,9,218,MN11,40.80166,-73.950932,40.80193,-73.950989,04/25/2018,Preservation,Yes,Non Prevailing Wage,0,1,33,0,0,1,3,10,22,0,0,0,0,0,35,0,35,35
67161,CONFIDENTIAL,Homeowner Assistance Program,04/25/2018,04/25/2018,,----,----,Staten Island,,,,SI-01,49,,,,,,,04/25/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
67297,85 ROGERS AVENUE,Multifamily Incentives Program,04/25/2018,,971280,85,ROGERS AVENUE,Brooklyn,11216,3012260080,3030986,BK-08,36,31701,BK61,40.674804,-73.952809,40.67468,-73.952665,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,10
67298,510 FLATBUSH APARTMENTS,Multifamily Incentives Program,04/23/2018,12/05/2018,895471,510,FLATBUSH AVENUE,Brooklyn,11225,3050240053,3397203,BK-09,40,327,BK60,40.661923,-73.961602,40.66156,-73.96183,12/05/2018,New Construction,No,Non Prevailing Wage,0,0,0,0,16,0,6,3,7,0,0,0,0,0,16,0,16,51
67299,867 DEKALB AVENUE,Multifamily Incentives Program,04/23/2018,10/25/2018,974817,867,DE KALB AVENUE,Brooklyn,11221,3017770058,3418264,BK-03,36,281,BK35,40.6925,-73.941633,40.6927,-73.941784,10/25/2018,New Construction,No,Non Prevailing Wage,0,0,0,2,9,0,0,5,6,0,0,0,0,0,11,0,11,35
67300,1360 1364 PURDY STREET APARTMENTS,Multifamily Incentives Program,04/19/2018,11/09/2018,104796,1364,PURDY STREET,Bronx,10462,2039350040,2127448,BX-09,18,222,BX46,40.835084,-73.852992,40.83599,-73.852896,11/09/2018,New Construction,No,Non Prevailing Wage,0,0,0,0,5,0,0,2,3,0,0,0,0,0,5,0,5,16
67158,CONFIDENTIAL,Homeowner Assistance Program,04/18/2018,04/18/2018,,----,----,Brooklyn,,,,BK-04,34,,,,,,,04/18/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
67337,212 LINDEN BLVD,Multifamily Incentives Program,04/18/2018,06/19/2018,977366,212,LINDEN BOULEVARD,Brooklyn,11226,3050880025,3426720,BK-17,40,820,BK60,40.652565,-73.95107,40.65226,-73.950998,06/19/2018,New Construction,No,Non Prevailing Wage,0,0,0,0,7,0,1,2,4,0,0,0,0,0,7,0,7,24
66901,BROOKLYN BRIDGE PARK PIER 6,Multifamily Incentives Program,04/17/2018,,983834,50,ATLANTIC AVENUE,Brooklyn,11201,,,BK-06,39,47,BK33,40.691216,-73.997898,,,,New Construction,No,Non Prevailing Wage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
66901,BROOKLYN BRIDGE PARK PIER 6,Multifamily Incentives Program,04/17/2018,,983835,15,ATLANTIC AVENUE,Brooklyn,11201,,,BK-02,33,7,BK09,40.691817,-74,,,,New Construction,No,Non Prevailing Wage,0,0,25,0,75,0,40,20,15,25,0,0,0,0,100,0,100,140
67156,CONFIDENTIAL,Homeowner Assistance Program,04/13/2018,04/13/2018,,----,----,Bronx,,,,BX-12,12,,,,,,,04/13/2018,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
67338,2802 KINGS HIGHWAY APARTMENTS,Multifamily Incentives Program,04/13/2018,07/23/2018,967870,2812,KINGS HIGHWAY,Brooklyn,11229,3076897502,3211211,BK-15,45,642,BK44,40.614918,-73.946368,40.61468,-73.946149,07/23/2018,New Construction,No,Non Prevailing Wage,0,0,0,0,9,0,0,4,5,0,0,0,0,0,9,0,9,29
67339,10 WEST 132 STREET APARTMENTS,Multifamily Incentives Program,04/12/2018,09/13/2019,40385,10,WEST 132 STREET,Manhattan,10037,1017290043,1089444,MN-10,9,208,MN03,40.811124,-73.939683,40.81093,-73.939878,09/13/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,5,0,2,3,0,0,0,0,0,0,5,0,5,16
59464,296 WYTHE AVENUE,Multifamily Incentives Program,04/11/2018,,970805,292,WYTHE AVENUE,Brooklyn,11249,3023780021,3062567,BK-01,33,555,BK73,40.716125,-73.964082,40.71617,-73.964342,,New Construction,No,Non Prevailing Wage,0,0,11,0,0,0,1,10,0,0,0,0,0,0,11,0,11,55
67152,CONFIDENTIAL,Homeowner Assistance Program,04/11/2018,04/11/2018,,----,----,Brooklyn,,,,BK-15,48,,,,,,,04/11/2018,New Construction,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
67146,CONFIDENTIAL,Homeowner Assistance Program,04/06/2018,04/06/2018,,----,----,Brooklyn,,,,BK-05,42,,,,,,,04/06/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
67145,CONFIDENTIAL,Homeowner Assistance Program,04/05/2018,04/05/2018,,----,----,Staten Island,,,,SI-01,49,,,,,,,04/05/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
67340,325 LAFAYETTE AVENUE APARTMENTS,Multifamily Incentives Program,04/05/2018,,969468,325,BOX STREET,Brooklyn,,,,BK-02,,,,,,,,,New Construction,No,Non Prevailing Wage,0,0,0,0,35,0,14,13,8,0,0,0,0,0,35,0,35,116
66702,225 W 28TH STREET,Multifamily Incentives Program,04/03/2018,,982005,225,WEST 28 STREET,Manhattan,10001,1007780025,,MN-05,3,95,MN17,40.747629,-73.994265,40.74793,-73.994489,,New Construction,No,Non Prevailing Wage,0,0,35,0,0,0,4,24,5,2,0,0,0,0,35,0,35,112
67159,CONFIDENTIAL,Homeowner Assistance Program,04/02/2018,04/02/2018,,----,----,Brooklyn,,,,BK-06,38,,,,,,,04/02/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
66986,CONFIDENTIAL,Homeowner Assistance Program,03/30/2018,03/30/2018,,----,----,Brooklyn,,,,BK-14,48,,,,,,,03/30/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
66983,CONFIDENTIAL,Homeowner Assistance Program,03/22/2018,03/22/2018,,----,----,Queens,,,,QN-12,27,,,,,,,03/22/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
66987,CONFIDENTIAL,Homeowner Assistance Program,03/22/2018,03/22/2018,,----,----,Bronx,,,,BX-12,12,,,,,,,03/22/2018,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
